Babe Ruth,714
Aurelio Rodriguez,124
Harry Rice,48
Chet Laabs,117
David Ross,95
Alan Ashby,90
Ken Berry,58
Don Lock,122
Glenn Wilson,98
Ozzie Guillen,28
Bob Skinner,103
Mark Whiten,105
Don Demeter,163
Derek Bell,134
Neil Walker,77
Jacque Jones,165
Greg Gross,7
Del Unser,87
Dmitri Young,171
Mike Devereaux,105
Horace Clarke,27
Jim Hickman,159
Ellie Rodriguez,16
Rich Dauer,43
Joe Crede,140
Ryan Ludwick,154
Jamey Carroll,13
Jose Hernandez,168
Ivan Calderon,104
Cody Ross,132
Gary Matthews Jr.,108
Everett Scott,20
John Castino,41
Wilbert Robinson,18
Jiggs Donahue,4
Red Kress,89
Kitty Bransfield,13
Otto Knabe,8
Lew Fonseca,31
Vic Davalillo,36
John Milner,131
George Stovall,15
Joe Pepitone,219
Ivey Wingo,25
Cliff Heathcote,42
Fernando Vina,40
Hideki Matsui,175
Tony Bernazard,75
Brian Harper,63
Will Venable,75
Max West,77
Joe Foy,58
Elliott Maddox,18
Matt Lawton,138
Bob Brenly,91
Randy Hundley,82
Dan Gladden,74
Ron LeFlore,59
Mike Davis,91
J.T. Snow,189
Tony Clark,251
Carmelo Martinez,108
Willie Upshaw,123
Harold Reynolds,21
Geovany Soto,92
Ward Miller,8
Lee Maye,94
Andy Carey,64
Darrin Fletcher,124
Jay Payton,119
Bengie Molina,144
Bobby Knoop,56
Lou Piniella,102
Pop Corkhill,31
Quilvio Veras,32
Earl Webb,56
Bo Diaz,87
Matt Stairs,265
Charlie Hayes,144
Tony Graffanino,58
Lee Magee,12
Tony Batista,221
Ralph Garr,75
Wes Ferrell,38
Al Cowens,108
Harry Bay,5
Ray Morgan,4
Rich Gedman,88
Eddie Lake,39
Desmond Jennings,47
Jorge Orta,130
Curt Blefary,112
Darrin Jackson,80
Stephen Drew,97
Candy LaChance,39
Ducky Holmes,17
Adam LaRoche,243
Don Hurst,115
Hugh Nicol,5
Cookie Lavagetto,40
Patsy Tebeau,27
Homer Smoot,15
Ray Sanders,42
Mule Haas,43
Bobby Tolan,86
Ossie Vitt,4
Brad Wilkerson,122
Pat Kelly,76
Matt Carpenter,25
Whitey Lockman,114
Andy High,44
Gus Bell,206
Frank Catalanotto,84
Randy Jackson,103
Adolfo Phillips,59
Matt Joyce,88
Tony Conigliaro,166
Andres Torres,32
Jerry Lumpe,47
Mike Heath,86
Tim Naehring,49
Eddie Milner,42
Daniel Murphy,48
Tom McCreery,26
Candy Maldonado,146
Sam Leslie,36
George Browne,18
Tim Jordan,32
Bob Allen,14
Bob Fothergill,36
David Segui,139
Dan Pasqua,117
Guy Hecker,19
Lyman Bostock,23
Jack Wilson,61
Albie Pearson,28
Jim Morrison,112
Denny Walling,49
Gregg Zaun,88
Daryl Spencer,105
Sammy Hale,30
Baldy Louden,12
Vince Coleman,28
Vance Law,71
Bob Cerv,105
Andy Etchebarren,49
Jon Jay,28
Chad Curtis,101
Whitey Witt,18
Wally Backman,10
Bobby Adams,37
Sid Farrar,18
Dave Valle,77
Dutch Zwilling,30
Mickey Stanley,117
Joe Hauser,80
Don Blasingame,21
Melky Cabrera,88
George Moriarty,5
John Jaha,141
Jim Eisenreich,52
Sam Barkley,10
Jim Keenan,22
Nyjer Morgan,12
Dave Robertson,47
Tommy Clarke,6
Bill Robinson,166
Les Bell,66
Drew Stubbs,84
Todd Frazier,73
Dave Brain,27
Leon Roberts,78
Jack O'Brien,11
Starlin Castro,51
Lyle Overbay,151
Freddie Freeman,86
Shorty Fuller,6
Jed Lowrie,56
Josh Reddick,66
Mike Marshall,148
Mike McGeary,0
Greg Brock,110
Ray Mueller,56
Ray Grimes,27
Michael Brantley,46
Ted Easterly,8
George Watkins,73
Jerry Remy,7
Bob Robertson,115
Gus Mancuso,53
Dean Palmer,275
Eric Byrnes,109
Bill Everitt,11
Joe Hornung,31
George Gibson,15
Hy Myers,32
Mike Jorgensen,95
Buddy Rosar,18
George Hall,13
Juan Beniquez,79
Dick Stuart,228
Bill Keister,18
Bill Kuehne,25
Matt Nokes,136
Chick Fulmer,8
Earl Williams,138
Pat Mullin,87
Salvador Perez,44
Beals Becker,45
Al Wickland,12
Mike Pagliarulo,134
Pat Duncan,23
Russell Branyan,194
Harry Walker,10
Joe Collins,86
Charlie O'Brien,56
Eddie Burke,30
Peter Bourjos,28
George Uhle,9
Manny Trillo,61
Alex Avila,62
Luke Scott,135
Jack McCarthy,7
Red Lucas,3
Joel Youngblood,80
Roy Hartzell,12
Tom Pagnozzi,44
Willie Aikens,110
Dave May,96
Maicer Izturis,39
Glenallen Hill,186
Eric Hinske,137
Leo Gomez,79
Dude Esterbrook,6
Mike Andrews,66
Ray Fosse,61
Dave Philley,84
Clint Courtney,38
John Buck,134
Don Wert,77
Harry Wolverton,7
Peanuts Lowrey,37
Craig Reynolds,42
Johnny Hodapp,28
Preston Wilson,189
Randy Ready,40
Danny Hoffman,14
Mark DeRosa,100
Seth Smith,85
Lorenzo Cain,17
Ed Brinkman,60
Jerry Browne,23
Goody Rosen,22
Dave Roberts,23
Jerry Adair,57
Germany Schaefer,9
Dan Ford,121
Charley Bassett,15
Clyde Barnhart,27
Austin McHenry,34
Pete Incaviglia,206
Ollie Pickering,9
Levi Meyerle,10
George Altman,101
Dale Long,132
Jeffrey Leonard,144
Manny Machado,33
Charlie Gelbert,17
Possum Whitted,23
Kevin Kouzmanoff,87
Hod Ford,16
Steve Henderson,68
David Freese,54
Phil Weintraub,32
Johnny Wyrostek,58
Ozzie Virgil,98
Mike Lansing,84
Hank Edwards,51
David Murphy,94
Reed Johnson,65
Hick Carpenter,18
Ed Lennox,18
Dave Nilsson,105
Ron Oester,42
Max Alvis,111
Babe Young,79
Ed Abbaticchio,11
Gerardo Parra,42
Les Fleming,29
John Lowenstein,116
Pinky May,4
Debs Garms,17
Jason LaRue,96
Jim Essian,33
Doug Glanville,59
Jim Rivera,83
Buck Jordan,17
Michael Tucker,125
Morrie Rath,4
Aaron Boone,126
Gene Hermanski,46
Nemo Leibold,3
Jim Viox,7
Harry Wolter,12
Jim Tabor,104
Carlos Quentin,154
Spike Owen,46
Sadie Houck,4
Otis Nixon,11
Del Bissonette,66
Cliff Carroll,31
Starling Marte,30
Tito Fuentes,45
Nate McLouth,101
Mike Menosky,18
Scott Podsednik,42
Deron Johnson,245
Bobby Morgan,53
Felipe Lopez,90
Lenny Green,47
James Loney,95
Billy Butler,127
Buddy Kerr,31
Corey Patterson,118
Hank Blalock,153
George Shoch,10
Danny Cater,66
Marty Barrett,18
Bill Spiers,37
Luke Easter,93
Luis Alicea,47
Mark Reynolds,224
Clyde Engle,12
Pete Gillespie,10
Rick Cerone,59
Jimmie Wilson,32
Joe Garagiola,42
Pete Hotaling,9
Bryce Harper,55
Walter Johnson,24
Dusty Miller,22
Ken Phelps,123
Dexter Fowler,48
Tony Piet,23
Jim King,117
Alberto Callaspo,51
Bob Lemon,37
Joe Sommer,11
Tommy Griffith,52
Chris Denorfia,38
Gates Brown,84
Ed Kirkpatrick,85
Ollie Brown,102
Scott Hatteberg,106
Otto Velez,78
Roy Howell,80
Jack Howell,108
Ryan Hanigan,25
Fred Mann,12
Joe Gerhardt,7
Doc Cramer,37
Carlos May,90
Shano Collins,22
Todd Walker,107
Jake Virtue,7
Nick Esasky,122
Chuck Dressen,11
Clyde McCullough,52
Johnny Groth,60
Ollie Beard,4
Alcides Escobar,21
Walt Moryn,101
Ryan Freel,22
Ray Powell,35
Ken O'Dea,40
Jason Kipnis,44
Walton Cruise,30
Craig Grebeck,19
Harry Taylor,3
Tony Boeckel,27
Chad Kreuter,54
Hersh Martin,28
Billy Clingman,8
Oddibe McDowell,74
Gregor Blanco,15
Alex Gonzalez,137
Yasiel Puig,35
Early Wynn,17
Bill Kenworthy,18
Enos Cabell,60
Andrelton Simmons,27
Charlie Duffee,35
Joe Azcue,50
Tom Brookens,71
Wayne Causey,35
George Tebeau,15
Ivan DeJesus,21
Jim Busby,48
Ryan Doumit,104
Brian Schneider,67
Buster Adams,50
Craig Gentry,4
Bill Carrigan,6
Jack Lapp,5
Glenn Beckert,22
Bones Ely,24
Dante Bichette,274
Pedro Feliz,140
Johnny Moore,73
Rebel Oakes,15
Alex Gonzalez,157
Joe Connolly,14
Bob Johnson,44
Reddy Mack,6
Mickey Morandini,32
Bernie Allen,73
Tom Paciorek,86
Jason Michaels,59
Erubiel Durazo,94
John Kerins,20
Rollie Zeider,5
Ken Landreaux,91
Eddie Waitkus,24
Del Rice,79
Scott Spiezio,119
Kevin Millar,170
Clint Barmes,86
Charlie Irwin,16
Bill Salkeld,31
Butch Henline,40
Mike Dorgan,4
Willie Kirkland,148
Jack Hiatt,22
Adam Everett,40
Pop Snyder,9
Brendan Ryan,19
Billy Cox,66
Charlie Moore,36
Marvin Benard,54
Eric Tipton,22
Eddie Murphy,4
Alejandro De Aza,38
Dickey Pearce,2
Billy Lush,8
Chris Singleton,45
George Perring,9
Doug Mientkiewicz,66
Charlie Reilly,17
Miguel Olivo,145
Jim Hegan,92
Bill Hall,125
Yoenis Cespedes,71
Ethan Allen,47
Anthony Rizzo,71
Al Spalding,2
Ryan Church,56
Bert Daniels,5
Vin Campbell,15
Spike Shannon,3
Troy O'Leary,127
Mike Aldrete,41
Jim Leyritz,90
Alex Johnson,78
Greg Colbrunn,98
Wes Covington,131
George Mullin,3
Frank Duffy,26
Schoolboy Rowe,18
Alex McKinnon,14
Jim Lemon,164
Yorvit Torrealba,56
Ron Blomberg,52
Sam Bohne,16
Jimmy Brown,9
Ed Cartwright,24
Bill Hallman,21
Al Shaw,14
Chris Davis,156
Les Nunamaker,2
Dom Dallessandro,22
Jarrod Saltalamacchia,89
Jeffrey Hammonds,110
Gary Geiger,77
Cameron Maybin,32
Joe Mulvey,29
Billy Klaus,40
Tom Jones,4
Bill Coughlin,15
Sam Jethroe,49
Jimmy Cooney,4
Ernie Johnson,19
Darren Bragg,46
Floyd Baker,1
Rajai Davis,35
Cliff Pennington,27
Dick Padden,11
Cristian Guzman,62
Kevin Mench,89
Ellie Hendricks,62
Ryan Sweeney,23
Silver Flint,21
John Vander Wal,97
Anthony Rendon,28
Tom Carey,5
Darren Lewis,27
Jose Altuve,21
Omar Moreno,37
Eddie Kasko,22
Milt Byrnes,16
Greg Myers,87
Joe Oliver,102
Danny Moeller,15
Ryan Theriot,17
Dick Gernert,103
Tim Flannery,9
Jim Whitney,18
Kevin Young,144
Dick Schofield,21
Lew Riggs,28
Don Kessinger,14
Cal Abrams,32
Buttercup Dickerson,4
Mike Shannon,68
Ron Swoboda,73
Tommy Helms,34
Brett Lawrie,43
F.P. Santangelo,21
Buddy Hassett,12
Greasy Neale,8
Greg Walker,113
Ed Bouchee,61
D'Angelo Jimenez,36
Frankie Pytlak,7
Dick Egan,4
Bob Gibson,24
John Farrell,4
Tony Solaita,50
Joe Wood,23
Khalil Greene,90
Zeb Terry,2
Frankie Gustine,38
Jim Dwyer,77
Chris Fulmer,1
Mike Redmond,13
Joe Battin,3
Bo Jackson,141
John Jaso,32
Dusty Cooke,24
Steve Yerkes,6
Johnny Rizzo,61
Jimmy Welsh,35
U L Washington,27
Jack O'Connor,19
Lew Brown,10
Fritz Maisel,6
Julian Javier,78
Gary Thomasson,61
Rocco Baldelli,60
Al Martin,132
Wilson Ramos,46
Nixey Callahan,11
Kelly Shoppach,70
Freddy Leach,72
Len Randle,27
Jerry Kenney,7
Frank Hankinson,13
Birdie Tebbetts,38
Bret Barberie,16
Roger Repoz,82
Charlie Neal,87
Doc Lavan,7
Ed Herrmann,80
Junior Spivey,48
Wes Fisler,2
John Ganzel,18
Mike Ivie,81
Al Zarilla,61
Fred Haney,8
Harry Bemis,5
Bill Rariden,7
Gordy Coleman,98
Del Gainer,14
Carl Mays,5
Doc Crandall,9
Juan Rivera,132
Ossee Schreckengost,9
Joe Dugan,42
Damaso Garcia,36
Lance Richbourg,13
Kid Gleason,15
Pete Kilduff,4
Nick Hundley,52
Jack Manning,14
Blondie Purcell,13
John Cangelosi,12
Gene Freese,115
Fernando Tatis,113
Thurman Tucker,9
Shawon Dunston,150
Dave Eggler,0
Roy Weatherly,43
Lefty Marr,2
Ben Revere,2
Larry Brown,47
Bill Sample,46
Bob Fisher,11
Dick Howser,16
Luis Salazar,94
Bill McKechnie,8
Don Buddin,41
Ken Harrelson,131
Dave Duncan,109
Jerry Coleman,16
Hal Smith,58
Tommy Glaviano,24
Bruce Benedict,18
Fred Jacklitsch,5
Tim Hulett,48
Andy Leonard,4
Alex Trevino,23
Bobby Brown,22
Moose Solters,83
Doug Baird,6
Brandon Crawford,26
Val Picinich,26
Travis Lee,115
Eddie Grant,5
Sammy White,66
Brandon Belt,45
Joe Yeager,4
Alex Kampouris,45
Lou Klein,16
Dick Siebert,32
Mitchell Page,72
Amby McConnell,3
Rip Radcliff,42
Eddie Moore,13
Dave Altizer,4
Johnny Rawlings,14
Daric Barton,30
Tommy McCraw,75
Gary DiSarcina,28
Rudy Law,18
Mel Hall,134
John Richmond,5
Felix Jose,54
Chris Stynes,51
George Mitterwald,76
Jeff Reed,61
Gene Oliver,93
Mike Hegan,53
Oscar Grimes,18
Warren Spahn,35
Mark Lemke,32
Emil Gross,7
John Wockenfuss,86
Fred Hartman,10
Fran Healy,20
Charlie Deal,11
Jumbo Davis,14
Howie Shanks,25
Danny Espinosa,55
Tony Eusebio,30
Dave Bergman,54
Juan Encarnacion,156
Dal Maxvill,6
Kirt Manwaring,21
Art Shamsky,68
Pat Collins,33
Eddie Taubensee,94
Mike Gonzalez,13
Babe Pinelli,5
Billy Gilbert,4
Pinky Hargrave,39
Brian Dozier,47
Bill Pecota,22
Rich Becker,45
Lou Johnson,48
Welington Castillo,27
Willie Montanez,139
Jimmy Walsh,25
Kenji Johjima,48
Jeff DaVanon,33
Red Wilson,24
Cookie Rojas,54
Barney Gilligan,3
Dustin Ackley,36
Garrett Atkins,99
Buck Martinez,58
William Fischer,10
Chief Roseman,17
Chris Cannizzaro,18
Tom Lampkin,56
Gerald Laird,38
Jack Gleason,9
Walt Dropo,152
Billy Sullivan,29
Johnny Barrett,23
Tadahito Iguchi,44
Rod Barajas,136
Bobby Crosby,62
Dave Chalk,15
Marty Cordova,122
Jake Gibbs,25
Jody Gerut,59
Scott Cooper,33
Larry McLean,6
Jake Early,32
Ben Grieve,118
Rick Manning,56
Bill Rigney,41
Mike Lum,90
Pokey Reese,44
Adam Lind,146
Eddie Brown,16
Fred Lewis,4
Chad Tracy,86
Bob Forsch,12
Morrie Arnovich,22
Todd Pratt,49
Steve Ontiveros,24
John Warner,6
Christy Mathewson,7
Frank Brower,30
Jimmy Bannon,19
Jack Cust,105
Brandon Moss,91
Verne Clemons,5
Bob Ganley,2
Ray Mack,34
Mark Bellhorn,69
Ernie Orsatti,10
Dave Harris,32
Manuel Lee,19
Alex Metzler,9
Jack Remsen,8
Geronimo Pena,30
Ken Boswell,31
Herm McFarland,13
Tony Horton,76
Andre Rodgers,45
George Myatt,4
Casey McGehee,65
Johnny Lipon,10
Jose Uribe,19
Mickey Rocco,30
Chris Heisey,50
Zack Cozart,33
Jeff Treadway,28
Willie Clark,2
Joe Quinn,29
Hal Wagner,15
Glenn Braggs,70
A.J. Ellis,28
Don Drysdale,29
Mike Aviles,53
Dave Fultz,3
Bobby Richardson,34
Ron Jackson,56
Steve Carlton,13
Russ Snyder,42
Len Koenecke,22
Darwin Barney,19
Gene Baker,39
Tony Mullane,8
Deion Sanders,39
Hack Miller,38
Dioner Navarro,66
Burgess Whitehead,17
Art Whitney,6
Doug Allison,2
Mickey Witek,22
Nori Aoki,19
Jack Lelivelt,2
Pat Seerey,86
Lew McCarty,5
Hal Lee,33
Chris Brown,38
Dick Higham,4
Nig Clarke,6
Bob Unglaub,5
Kevin Elster,88
Jigger Statz,17
Ivy Olson,13
Jeff Reboulet,20
Josh Harrison,20
Cotton Tierney,31
Tim Hendryx,6
Ed Ott,33
Henry Blanco,72
R.J. Reynolds,35
Dick Porter,11
Tex McDonald,13
Jason Castro,40
Ed Hahn,1
Mike Young,72
Bill Tuttle,67
Allen Craig,58
Tim Foli,25
Bruce Edwards,39
Specs Toporcer,9
Emilio Bonifacio,13
Alex Ochoa,46
Tom Glavine,1
Geronimo Berroa,101
Charlie Ferguson,6
Bill McClellan,6
Rex Hudler,56
Lee Walls,66
Ed Phelps,3
Ron Hodges,19
Mox McQuery,13
Ryan Roberts,46
Adam Comorosky,28
Harry Niles,12
Mike Benjamin,24
Leonys Martin,15
Earl Grace,31
Lee Handley,15
Bob Dillinger,10
Paul Sorrento,166
Ed Kranepool,118
Lance Blankenship,9
Mark Koenig,28
Sandy Alomar,13
Pedro Alvarez,104
Dick Sisler,55
Josh Devore,11
Mickey Owen,14
Glenn Borgmann,16
Jimmy Esmond,9
Sean Rodriguez,45
Ike Davis,78
Jeff Francoeur,140
Michael Barrett,98
Al Wingo,9
John Dobbs,7
Jonny Gomes,155
Joe Girardi,36
Lou Berberet,31
Damian Jackson,32
Dave Rader,30
Evar Swanson,7
Lamar Johnson,64
Oris Hockett,13
Terry Whitfield,33
Pep Young,32
Lee Thomas,106
George Crowe,81
Billy Grabarkewitz,28
Wilbur Good,9
Mike Cubbage,34
Deivi Cruz,70
Spud Johnson,4
Hank Foiles,46
Ernie Koy,36
Bill Serena,48
Gerald Williams,85
Burleigh Grimes,2
Willy Taveras,8
Lew Ford,35
Bris Lord,13
Jack Stivetts,35
Frank Menechino,36
John Orsino,40
Claude Rossman,3
Jerry May,15
Al Ferrara,51
Kevin Stocker,23
Don Padgett,37
Wes Schulmerich,27
Les Moss,63
Rob Wilfong,39
Alex Grammas,12
Bill Sudakis,59
Leroy Stanton,77
Eli Marrero,66
Fred Odwell,10
Butch Nieman,37
Shane Spencer,59
Henry Rodriguez,160
Steve Bilko,76
Pop Schriver,16
Craig Wilson,99
Billy Urbanski,19
Charlie Babb,0
Sean Berry,81
Jerry Hairston,30
Eddie Mayo,26
John Wathan,21
Ramon Castro,67
Mark Trumbo,109
Lou Criger,11
Brent Mayne,38
Ronny Paulino,33
Felix Mantilla,89
Don Lenhardt,61
Jimmy Ripple,28
Sandy Amoros,43
Alan Wiggins,5
Joe Tipton,29
Frank Baumholtz,25
Ted Lepcio,69
Jack Dalton,4
Dick Johnston,33
Olmedo Saenz,73
Keith Moreland,121
Ernest Riles,48
Matt Murton,29
Jon Nunnally,42
Derrel Thomas,43
Harry Simpson,73
Doug Mirabelli,58
Patsy Gharrity,20
Livan Hernandez,10
Farmer Weaver,9
Mike Moustakas,52
Steve Brady,4
Jeff Keppinger,45
Gaby Sanchez,61
Clyde Kluttz,19
Gordon Beckham,63
Marlon Anderson,63
Pat Moran,18
Rob Mackowiak,64
Terrence Long,69
Sean Burroughs,12
David Dellucci,101
Shad Barry,10
Ike Caveney,13
Pete Coscarart,28
Joe Orsulak,57
Johnny Gooch,7
Grover Gilmore,2
Billy Sunday,12
Ron Kittle,176
Jimmy McAleer,12
Jose Lopez,92
Johnny Vergez,52
Ralph Hodgin,4
Chris Snyder,77
Jack Perconte,2
Daniel Nava,23
Bob Bailor,9
Babe Borton,4
Mike Anderson,28
Brian Hunter,25
Admiral Schlei,6
Bud Stewart,32
Ike Boone,26
Matt Batts,26
Otto Krueger,5
Al Scheer,5
Carl Sawatski,58
Dave Revering,62
Stu Martin,16
Bill Crowley,8
Ernie Courtney,5
Steve Pearce,38
Moose McCormick,6
Gabe Kapler,82
Larry Rosenthal,22
Charlie Ganzel,10
Mike Muldoon,10
Daryl Boston,83
Catfish Metkovich,47
Gabe Gross,40
Harry Schafer,4
Glenn Myatt,38
Rip Repulski,106
Guy Curtright,9
Bob Boyd,19
Bill White,6
Jimmy Knowles,9
Mike Sharperson,10
Tom Foley,32
Dion James,32
Shane Halter,45
Bill Knickerbocker,28
Kiddo Davis,19
Herbert Perry,55
Harry Anderson,60
Billy Maloney,6
Turner Ward,39
Michael Saunders,51
John Sneed,4
Bill Craver,2
Buzz Boyle,12
Scott Servais,63
Miguel Cairo,41
Kendrys Morales,110
Brady Clark,36
Dave Hansen,35
Duffy Dyer,30
Dick Brown,62
Nate Schierholtz,52
Buck Rodgers,31
Billy Taylor,8
Brad Fullmer,114
Dale Berra,49
Jose Vizcaino,36
Joe Lahoud,65
Phil Roof,43
Sam Fuld,10
Red Killefer,3
Bob Stinson,33
Marty Sullivan,26
Tim O'Rourke,1
Todd Hollandsworth,98
Ruben Rivera,64
Johnny Cooney,2
Jackie Hayes,20
Leo Durocher,24
Bunk Congalton,6
Dick Williams,70
Bob Oliver,94
Al Myers,13
Bob Wood,2
Everth Cabrera,12
John Coleman,7
Jim Kaat,16
Bill Stein,44
Carden Gillenwater,11
Mike Fontenot,27
Jack Brohamer,30
Barry Foote,57
George Strickland,36
Don Johnson,8
Pat Sheridan,51
Bill Barrett,23
Benny McCoy,16
Bob Dernier,23
Danny Murtaugh,8
Smead Jolley,46
Lew Drill,2
John Hatfield,3
George Anderson,5
Don Pavletich,46
Ed Gremminger,7
Algie McBride,12
Geno Petralli,24
Joe Lefebvre,31
Gus Williams,12
Ecky Stearns,8
Kiko Garcia,12
Ed Andrews,12
Brian Daubach,93
Cozy Dolan,10
Josh Bard,39
Ramon Santiago,30
Bill Greenwood,8
Geoff Blum,99
Bert Niehoff,12
Frank Shugart,22
Jake Evans,1
Jimmy Walsh,6
John McMullin,4
Mike Mansell,9
Vern Law,11
Charlie Bastian,11
Ed Sprague,152
Devin Mesoraco,41
Bert Haas,22
Luis Valbuena,45
Mike McCormick,14
Akinori Iwamura,16
Mike Blowers,78
Bubba Trammell,82
Sam Trott,3
Scott Hairston,106
Norm Larker,32
Pat Borders,69
Doc Bushong,2
Fred Lewis,27
Fred Corey,7
Jeff Frye,16
Kosuke Fukudome,42
Oscar Walker,11
Eric McNair,82
Pat Deasley,0
Dave Rowe,8
Xavier Nady,104
Chuck Carr,13
Earl Averill,44
Willie Greene,86
Dick Kokos,59
Bubba Morton,14
Tony Gwynn,7
Jose Guillen,214
Gerald Young,3
Justin Ruggiano,43
Grover Hartley,3
Toby Hall,46
Shea Hillenbrand,108
Mike Fitzgerald,48
Pat Kelly,36
Jerald Clark,44
Kaz Matsui,32
Dizzy Trout,20
Babe Dahlgren,82
Tom Poorman,12
Bobby Darwin,83
Marc Hill,34
Chippy McGarr,9
Marv Owen,31
Al Evans,13
Jack Coombs,4
Jim Greengrass,69
Jerry McNertney,27
Garrett Jones,117
Luis Polonia,36
Dustan Mohr,49
Frank Torre,13
Bob Jones,7
Al Todd,35
Jerome Walton,25
Frank Killen,11
Lou Clinton,65
Jack Hannahan,29
Mark Carreon,69
Hugh High,3
Armando Rios,36
Fred Hatfield,25
Matt Diaz,45
Claude Osteen,8
Art Griggs,5
Davey Williams,32
Dutch Ruether,7
Hobie Landrith,34
Bama Rowell,19
Chris Johnson,55
Terry Crowley,42
Rip Williams,2
John Knight,14
Joe Ginsberg,20
Everett Mills,2
Duane Josephson,23
Fred Whitfield,108
Alex Cora,35
Ray Demmitt,8
Russ Wrightstone,60
Joe Quest,1
Barry McCormick,15
Stan Rojek,4
Steve Brye,30
David Green,31
John Ellis,69
Gene Clines,5
Frank House,47
Estel Crabtree,13
Ben Davis,38
Larry Kopf,5
Ron Woods,26
Rich Amaral,11
Dave Anderson,19
Urban Shocker,1
Jim Gleeson,16
Joe Sugden,3
Jesse Tannehill,5
Cliff Bolton,6
Harry Craft,44
Franklin Stubbs,104
Curry Foley,6
Billy O'Brien,32
Charlie Berry,23
Clyde Vollmer,69
Justin Turner,15
Einar Diaz,21
Randy Moore,27
Sam Mele,80
Lefty Davis,3
Rube Ellis,13
Chet Chadbourne,2
Keith Lockhart,44
Tim Laudner,77
Reggie Jefferson,72
Ricky Jordan,55
Wayne Krenchicki,15
Beau Bell,46
Billy Conigliaro,40
Bernie Friberg,38
Joe Bush,7
Mike Tresh,2
Fatty Briody,3
Claude Cooper,4
Emil Brown,59
Harry McCurdy,9
Billy Martin,64
Fred Valentine,36
Monk Cline,2
Bobby Del Greco,42
Dave Gallagher,17
Eddie Ainsmith,22
Ryan Raburn,74
Denny Mack,1
Al Burch,4
Jimmy Archer,16
Tom Goodwin,24
Tommy Sheehan,1
Ed Caskin,2
Joe Koppe,19
Wilin Rosario,65
Jay Gibbons,127
Tim Murnane,5
Jimmy Sebring,6
Endy Chavez,30
Martin Powell,3
George Magoon,2
Tom Seaver,12
Ryan Thompson,52
George Bechtel,3
John Irwin,3
Ryan Langerhans,33
Jerry Lynch,115
Chris James,90
Joe Werrick,10
Johnny Blanchard,67
Ruben Tejada,7
Sam Dungan,3
Otis Clymer,2
Rick Ankiel,76
Bobby Kielty,53
Jorge Cantu,104
Ira Thomas,3
Frank Bowerman,13
Luis Matos,30
Joey Cora,30
George Treadway,12
Bob Coluccio,26
Jerry Martin,85
Doc Johnston,14
Donnie Hill,26
Jose Molina,39
Alex Cole,5
Joe Astroth,13
Dolf Luque,5
Robert Fick,69
Eddie Plank,3
Jim Devlin,1
Mike Matheny,67
Cozy Dolan,6
Charley Smith,69
Kelly Stinnett,65
Ed Spiezio,39
Craig Kusick,46
Michael Morse,99
Frank Gilhooley,2
Ron Roenicke,17
Hap Myers,4
Steve Lombardozzi,20
John Grim,16
Hooks Dauss,6
Heinie Mueller,22
Jim Field,10
Clint Hurdle,32
Bill Sarni,22
Cy Perkins,30
Wayne Terwilliger,22
Jack Rothrock,28
Jimmy Cooney,2
Connie Mack,5
Dave Stapleton,41
Swede Risberg,6
Lenny Webster,33
Jose Pagan,52
Tom Long,6
Camilo Pascual,5
Jim Spencer,146
Jerry White,21
Woody Williams,1
Rick Leach,18
Rollie Hemsley,31
Jocko Fields,12
George Thomas,46
Charlie Pick,3
Chris Shelton,37
Chief Bender,6
Con Daily,2
Jimmy Macullar,7
Tyler Flowers,37
Bubba Phillips,62
Rene Gonzales,19
Willie Harris,39
Doc Miller,12
Joe Visner,12
Brad Hawpe,124
Andy Dirks,24
